airline,flight,source_city,departure_time,stops,arrival_time,destination_city,class,duration,days_left,price
Indigo,6E-2082,Delhi,Evening,zero,Night,Bangalore,Economy,2.83,41,4950
Vistara,UK-986,Mumbai,Night,one,Morning,Bangalore,Economy,9.92,9,11017.71
Indigo,6E-5323,Bangalore,Morning,zero,Morning,Mumbai,Economy,1.83,23,3995.5289
SpiceJet,SG-612,Chennai,Night,one,Afternoon,Delhi,Economy,14.83,6,7278.48
Vistara,UK-637,Delhi,Evening,one,Evening,Bangalore,Business,25.08,42,40124.403
AirAsia,I5-744,Delhi,Morning,one,Afternoon,Bangalore,Economy,5.25,44,3925.9
Vistara,UK-981,Delhi,Night,one,Morning,Bangalore,Business,11.17,44,91841.5289
Vistara,UK-866,Bangalore,Night,one,Evening,Kolkata,Business,22.25,11,75106.617
Vistara,UK-809,Delhi,Evening,one,Night,Hyderabad,Economy,25.08,30,6970.81
Vistara,UK-953,Delhi,Night,one,Afternoon,Hyderabad,Business,15.58,43,47169.7083
Vistara,UK-801,Delhi,Morning,one,Night,Mumbai,Economy,11.17,36,9217.9736
Vistara,UK-830,Hyderabad,Morning,one,Evening,Chennai,Economy,9.58,40,11759.94402
AirAsia,I5-620,Mumbai,Early_Morning,one,Evening,Delhi,Economy,13.42,13,8929.8
Air_India,AI-506,Delhi,Morning,one,Night,Mumbai,Economy,11.33,8,16171.65
Vistara,UK-863,Mumbai,Morning,zero,Morning,Bangalore,Business,1.67,28,25027.64
SpiceJet,SG-8645,Delhi,Evening,one,Morning,Bangalore,Economy,16.67,7,16138.1
GO_FIRST,G8-717,Delhi,Evening,one,Night,Mumbai,Economy,4.75,9,12573.957
Indigo,6E-2351,Delhi,Late_Night,zero,Late_Night,Hyderabad,,2.25,30,4565.7
Indigo,6E-5375,Mumbai,Evening,one,Night,Kolkata,Economy,5.58,30,8014.6
Vistara,UK-897,Bangalore,Early_Morning,one,Evening,Delhi,Economy,12,15,11989.7811
Vistara,UK-738,Kolkata,Evening,one,Evening,Chennai,Business,21.58,20,74513.373
Vistara,UK-824,Chennai,Night,one,Night,Bangalore,Economy,24.42,5,11233.64
Vistara,UK-810,Bangalore,Early_Morning,one,Afternoon,Mumbai,Business,7,24,89002.58044
Vistara,UK-878,Hyderabad,Afternoon,one,Night,Delhi,Economy,7.75,7,13754.04822
Vistara,UK-960,Mumbai,Morning,one,Night,Chennai,Business,8.33,43,82432.823
Air_India,AI-804,Bangalore,Early_Morning,one,Evening,Kolkata,Business,13,22,88589.7628
AirAsia,I5-764,Delhi,Early_Morning,zero,Early_Morning,Mumbai,Economy,2.17,48,2624.49
Vistara,UK-995,Delhi,Morning,one,Early_Morning,Hyderabad,Economy,21.5,45,5714.28
SpiceJet,SG-8702,Mumbai,Morning,one,Night,Kolkata,Economy,12.75,9,8500.8
Vistara,UK-851,Mumbai,Early_Morning,two_or_more,Evening,Chennai,Economy,9.33,43,8048.7
AirAsia,I5-1569,Mumbai,Night,one,Late_Night,Delhi,Economy,6,30,1892.16
Vistara,UK-874,Hyderabad,Morning,one,Evening,Bangalore,Economy,10.75,8,11803.5742
Vistara,UK-874,Hyderabad,Morning,one,Early_Morning,Bangalore,Business,23.33,25,50202.67131
Air_India,AI-507,Bangalore,Early_Morning,one,Night,Delhi,Economy,16.5,19,4890.094
Vistara,UK-951,Delhi,Afternoon,one,Night,Bangalore,Economy,6.58,31,4451.04
Air_India,AI-768,Kolkata,Afternoon,one,Morning,Hyderabad,Economy,19,35,4724
Vistara,UK-738,Kolkata,Evening,one,Night,Chennai,Economy,25.5,30,7270.89
Vistara,UK-738,Kolkata,Evening,one,Night,Hyderabad,Economy,28.17,44,5751
Air_India,AI-559,Hyderabad,Early_Morning,one,Evening,Kolkata,Economy,35.08,43,8315.8218
GO_FIRST,G8-395,Bangalore,Morning,one,Night,Kolkata,Economy,15.42,13,6890.587
Air_India,AI-808,Bangalore,Night,one,Morning,Kolkata,Economy,12,45,8390.0916
Vistara,UK-899,Delhi,Afternoon,one,Evening,Bangalore,Economy,4.75,25,4061.97
Indigo,6E-345,Kolkata,Morning,one,Evening,Hyderabad,Economy,8.58,32,3401
Indigo,6E-6591,Hyderabad,Afternoon,one,Evening,Chennai,Economy,5.08,37,7097.5575
GO_FIRST,G8-7547,Bangalore,Morning,one,Night,Kolkata,Economy,13.58,29,5637.753
Vistara,UK-655,Mumbai,Morning,two_or_more,Evening,Kolkata,Business,8.08,39,66661.056
Air_India,AI-639,Mumbai,Morning,one,Afternoon,Kolkata,Business,28,48,54728.3
,,,,,,,,,17,
Air_India,AI-660,Mumbai,Evening,one,Evening,Kolkata,Economy,25.17,28,5011.6
Air_India,AI-441,Delhi,Evening,one,Morning,Bangalore,Economy,17.33,25,4653
Vistara,UK-866,Bangalore,Night,one,Early_Morning,Hyderabad,Economy,10.17,24,7791.9402
Vistara,UK-970,Mumbai,Morning,one,Evening,Hyderabad,Business,11.17,44,59761.35
SpiceJet,SG-401,Mumbai,Early_Morning,zero,Morning,Kolkata,Economy,2.83,16,5186.5
Indigo,6E-5301,Delhi,Morning,one,Afternoon,Bengaluru,Economy,5.08,2,15220.7
Air_India,AI-440,Chennai,Early_Morning,two_or_more,Evening,Kolkata,Economy,13,14,15711.3
GO_FIRST,G8-330,Delhi,Night,one,Early_Morning,Kolkata,Economy,10.5,3,18644.648
Vistara,UK-864,Bangalore,Evening,one,Evening,Chennai,Business,24.92,32,71313.3828
Indigo,6E-2247,Delhi,Morning,one,Night,Bangalore,Economy,9.75,2,15848.8
Air_India,AI-770,Kolkata,Night,one,Morning,Chennai,Economy,12.42,45,5855.85
Indigo,6E-684,Bangalore,Night,one,Early_Morning,Kolkata,Economy,10,37,4632.2793
Indigo,6.00E-156,Chennai,Night,zero,Night,Hyderabad,Economy,1.17,39,1706.1
Indigo,6E-6326,Bangalore,Morning,one,Afternoon,Kolkata,Economy,4.25,44,5664.978
Vistara,UK-928,Mumbai,Early_Morning,one,Night,Bangalore,Economy,13.92,7,11221.2
Vistara,UK-850,Bangalore,Evening,one,Night,Hyderabad,Economy,25,48,7083.582
Air_India,AI-503,Bangalore,Evening,one,Evening,Kolkata,Business,25.33,8,59303.8908
Indigo,6E-319,Chennai,Evening,one,Night,Delhi,Economy,6,22,6722.1
Vistara,UK-988,Mumbai,Night,one,Evening,Kolkata,Business,21.17,14,60810.3045
Indigo,6E-2026,Delhi,Morning,zero,Morning,Bangalore,Economy,2.92,1,8167.5
Vistara,UK-706,Kolkata,Morning,one,Night,Mumbai,Economy,9.83,6,15539.425
Air_India,AI-804,Bangalore,Early_Morning,one,Afternoon,Mumbai,Economy,6.67,15,9658.8855
Air_India,AI-9893,Hyderabad,Early_Morning,one,Afternoon,Kolkata,Economy,7.42,2,11749.0032
Air_India,AI-542,Delhi,Morning,one,Morning,Kolkata,Economy,22.33,49,4368.1
SpiceJet,SG-3002,Delhi,Early_Morning,one,Morning,Mumbai,Economy,4.25,29,3488.551
Air_India,AI-402,Kolkata,Morning,zero,Afternoon,Delhi,Business,2.5,36,34497.1
Air_India,AI-665,Delhi,Early_Morning,one,Early_Morning,Hyderabad,Business,23.25,39,47578.41
Air_India,AI-766,Chennai,Morning,one,Morning,Delhi,Business,25,6,57577.85
Vistara,UK-958,Mumbai,Afternoon,one,Night,Chennai,Economy,10.33,47,5642.23
Vistara,UK-706,Kolkata,Morning,one,Night,Bangalore,Business,12.42,8,85980.18
Vistara,UK-846,Bangalore,Morning,one,Early_Morning,Hyderabad,Economy,23.33,16,6159.868
Air_India,AI-888,Mumbai,Evening,one,Afternoon,Kolkata,Economy,17.5,40,5011.6
Air_India,AI-877,Delhi,Morning,one,Evening,Mumbai,Business,6.42,35,47747.0961
Vistara,UK-933,Delhi,Afternoon,zero,Evening,Mumbai,Business,2.17,13,55517.50072
Indigo,6E-6012,Bangalore,Afternoon,one,Night,Hyderabad,Economy,5.08,47,2049.74
GO_FIRST,G8-116,Bangalore,Early_Morning,one,Evening,Mumbai,Economy,10.25,22,6201.5283
GO_FIRST,G8-336,Delhi,Afternoon,one,Night,Chennai,Economy,8,30,4847.04
Vistara,UK-809,Delhi,Evening,zero,Night,Bangalore,Economy,2.83,47,5446.21
Vistara,UK-981,Delhi,Night,one,Morning,Chennai,Business,14,7,96781.69512
Indigo,6E-7177,Kolkata,Morning,one,Night,Bangalore,Economy,10.5,18,6977
AirAsia,I5-510,Kolkata,Early_Morning,one,Evening,Bangalore,Economy,12.33,43,3862
,,,,,,,,,,
AirAsia,I5-1528,Bangalore,Early_Morning,zero,Morning,Delhi,Economy,2.75,38,5986.838
Air_India,AI-806,Mumbai,Early_Morning,one,Night,Bangalore,Business,15.92,49,60068.8
Vistara,UK-810,Bangalore,Early_Morning,one,Evening,Kolkata,Economy,12.58,38,18889.8182
Vistara,UK-975,Delhi,Early_Morning,one,Evening,Chennai,Business,14.17,11,69468.6168
Air_India,AI-867,Mumbai,Night,one,Afternoon,Kolkata,Business,15,3,57919.554
Vistara,UK-838,Chennai,Night,one,Morning,Hyderabad,Business,12.58,4,68489.267
Vistara,UK-824,Chennai,Night,one,Morning,Delhi,Business,13.17,10,48242.304
GO_FIRST,G8-382,Mumbai,Afternoon,one,Late_Night,Delhi,Economy,10.83,41,6385.5
Vistara,UK-994,Mumbai,Morning,one,Evening,Chennai,Economy,5.92,13,13466.09
Vistara,UK-874,Hyderabad,Morning,one,Evening,Delhi,Business,11.25,15,98050.58667
Air_India,AI-507,Bangalore,Early_Morning,one,Morning,Kolkata,Economy,25.58,26,3787.542
AirAsia,I5-592,Bangalore,Evening,one,Late_Night,Delhi,Economy,8.83,38,4614.577
Vistara,UK-774,Kolkata,Night,one,Evening,Delhi,Business,23.17,14,68151.2535
Vistara,UK-863,Mumbai,Morning,one,Night,Hyderabad,Economy,11.83,43,3667.4
Indigo,6E-415,Bangalore,Morning,one,Afternoon,Delhi,Economy,6.67,8,18142.861
Vistara,UK-822,Chennai,Morning,one,Evening,Delhi,Economy,7.17,39,6299.26
Vistara,UK-833,Delhi,Early_Morning,zero,Morning,Chennai,Economy,2.75,20,2727.219
AirAsia,I5-818,Bangalore,Early_Morning,one,Morning,Delhi,Economy,5.5,33,2965.347
GO_FIRST,G8-7543,Bangalore,Afternoon,one,Night,Delhi,Economy,9.92,21,4613.246
SpiceJet,SG-3229,Kolkata,Afternoon,one,Afternoon,Delhi,Economy,24.42,15,7136.8
Air_India,AI-453,Delhi,Early_Morning,two_or_more,Night,Kolkata,Economy,18.75,11,13551.12
Vistara,UK-858,Bangalore,Early_Morning,one,Evening,Kolkata,Business,13.25,30,45707.25753
Air_India,AI-806,Mumbai,Early_Morning,one,Evening,Hyderabad,Business,11.33,12,50262.3
Vistara,UK-822,Chennai,Morning,one,Night,Bangalore,Business,11.17,6,53414.24
AirAsia,I5-1229,Chennai,Night,one,Afternoon,Delhi,Economy,14.58,45,3742.53
Indigo,6E-6137,Chennai,Morning,zero,Morning,Bangalore,Economy,1.08,33,1443
Vistara,UK-774,Kolkata,Night,one,Afternoon,Delhi,Economy,19.08,30,10528.452
Vistara,UK-841,Mumbai,Morning,one,Late_Night,Delhi,Business,13.25,23,51650.181
SpiceJet,SG-4031,Kolkata,Evening,one,Evening,Delhi,Economy,24.67,2,21787.7
Indigo,6.00E-168,Mumbai,Morning,zero,Afternoon,Delhi,Economy,2.25,38,3011.8
Indigo,6E-841,Bangalore,Afternoon,one,Night,Hyderabad,Economy,6.08,34,2413.62
SpiceJet,SG-388,Chennai,Early_Morning,zero,Morning,Kolkata,Economy,2,48,2405.7
GO_FIRST,G8-330,Delhi,Night,zero,Night,Mumbai,Economy,2.25,30,3528.481
Air_India,AI-748,Bangalore,Late_Night,one,Night,Delhi,Economy,18.25,20,4887.135
Vistara,UK-822,Chennai,Morning,one,Morning,Hyderabad,Economy,23.33,5,14289
Air_India,AI-762,Delhi,Night,one,Night,Hyderabad,Economy,25,26,3954.06
Vistara,UK-707,Delhi,Evening,one,Night,Mumbai,Economy,6,7,21324.6165
Vistara,UK-994,Mumbai,Morning,zero,Afternoon,Delhi,Economy,2.25,17,2315.61
Vistara,UK-824,Chennai,Night,one,Evening,Bangalore,Economy,23,16,8882.61
Indigo,6E-6004,Mumbai,Evening,zero,Night,Delhi,Economy,2.08,8,6537.3
Air_India,AI-773,Kolkata,Evening,one,Morning,Chennai,Economy,18,48,5382.3
Vistara,UK-826,Chennai,Afternoon,one,Afternoon,Hyderabad,Business,23.75,31,40653.36
Vistara,UK-864,Bangalore,Evening,one,Morning,Chennai,Business,13.83,36,71313.3828
Air_India,AI-732,Kolkata,Afternoon,one,Afternoon,Delhi,Economy,23.25,47,6013.7
Vistara,UK-954,Mumbai,Early_Morning,one,Night,Chennai,Economy,16.75,21,4206.51
Vistara,UK-812,Bangalore,Morning,one,Evening,Mumbai,Economy,9.33,15,14764.71645
Vistara,UK-772,Kolkata,Morning,two_or_more,Night,Hyderabad,Economy,10.5,42,8200.5
GO_FIRST,G8-173,Delhi,Morning,one,Late_Night,Chennai,Economy,15.08,33,5452.26
Air_India,AI-512,Delhi,Afternoon,one,Evening,Bangalore,Economy,27.75,34,6054.4
GO_FIRST,G8-334,Delhi,Early_Morning,one,Evening,Bangalore,Economy,8.17,40,4422
Vistara,UK-988,Mumbai,Night,one,Evening,Bangalore,Economy,20.17,49,7804.5
Vistara,UK-832,Chennai,Early_Morning,one,Morning,Mumbai,Economy,28.58,13,15781.788
Air_India,AI-538,Chennai,Night,one,Afternoon,Bangalore,Business,18,29,62262.09
Air_India,AI-539,Chennai,Evening,one,Evening,Mumbai,Economy,25.25,46,5271.97
Vistara,UK-880,Hyderabad,Afternoon,one,Night,Bangalore,Economy,9.25,40,9459.5501
Vistara,UK-975,Delhi,Early_Morning,one,Morning,Bangalore,Economy,4.75,46,3363.12
Vistara,UK-894,Hyderabad,Evening,one,Afternoon,Delhi,Economy,18.17,27,7672.90887
Indigo,6E-847,Chennai,Evening,one,Night,Mumbai,Economy,5.08,3,23951.95
Indigo,6E-2053,Bangalore,Night,zero,Late_Night,Delhi,Economy,2.92,38,5390.55
Indigo,6E-6215,Chennai,Evening,one,Night,Delhi,Economy,5.25,42,2256.1
Indigo,6E-394,Kolkata,Afternoon,one,Night,Delhi,Economy,6.17,21,7299.6
GO_FIRST,G8-789,Kolkata,Morning,one,Night,Mumbai,Economy,14.75,32,6663.47
SpiceJet,SG-8709,Delhi,Evening,one,Early_Morning,Chennai,Economy,13.08,37,5979.82
Vistara,UK-953,Delhi,Night,one,Morning,Kolkata,Economy,13,26,6723.486
GO_FIRST,G8-211,Delhi,Morning,one,Night,Mumbai,Economy,11.33,14,7924.774
Vistara,UK-866,Bangalore,Night,one,Morning,Delhi,Economy,10.92,18,6620.80661
Air_India,AI-764,Delhi,Evening,one,Afternoon,Mumbai,Economy,19.5,38,7134.16
GO_FIRST,G8-116,Bangalore,Early_Morning,one,Afternoon,Mumbai,Economy,8.25,32,9354.1349
AirAsia,I5-1529,Delhi,Morning,one,Night,Mumbai,Economy,11,32,2623.401
AirAsia,I5-972,Hyderabad,Evening,one,Early_Morning,Mumbai,Economy,13.42,42,3623.6475
Indigo,6.00E-269,Chennai,Morning,one,Evening,Kolkata,Economy,9.33,10,9062.9
Vistara,UK-838,Chennai,Night,one,Evening,Kolkata,Economy,21,9,17465.382
Vistara,UK-960,Mumbai,Morning,one,Night,Kolkata,Economy,10.83,49,7198.29
AirAsia,I5-775,Delhi,Afternoon,two_or_more,Night,Bangalore,Economy,8.58,33,3212.1
Vistara,UK-945,Delhi,Morning,one,Night,Bangalore,Business,9.25,10,75751.929
Vistara,UK-824,Chennai,Night,one,Evening,Bangalore,Economy,22.75,43,5753.55
AirAsia,I5-582,Kolkata,Morning,two_or_more,Night,Mumbai,Economy,13.17,43,5163.07
Air_India,AI-698,Hyderabad,Night,one,Early_Morning,Chennai,Economy,9.08,23,7831.91013
Vistara,UK-706,Kolkata,Morning,zero,Afternoon,Delhi,Business,2.33,45,37946.81
Vistara,UK-874,Hyderabad,Morning,one,Afternoon,Delhi,Business,6,9,46095.99459
Vistara,UK-870,Hyderabad,Night,one,Evening,Bangalore,Business,20.42,25,67244.09254
Vistara,UK-720,Kolkata,Early_Morning,one,Evening,Bangalore,Business,9.83,3,118227.89
Air_India,AI-430,Chennai,Morning,one,Night,Hyderabad,Business,10.67,6,56479.5
Indigo,6E-2005,Hyderabad,Afternoon,one,Evening,Bangalore,Economy,5,13,8477.139
Vistara,UK-994,Mumbai,Morning,one,Night,Chennai,Business,12.33,47,76104.765
Air_India,AI-440,Chennai,Early_Morning,one,Late_Night,Bangalore,Business,18,35,66286
SpiceJet,SG-4009,Bangalore,Early_Morning,one,Morning,Delhi,Economy,25.92,22,5053.807
GO_FIRST,G8-701,Kolkata,Early_Morning,one,Afternoon,Hyderabad,Economy,9.67,28,6488
Vistara,UK-826,Chennai,Afternoon,one,Morning,Kolkata,Economy,21.17,41,8568.01
SpiceJet,SG-3321,Kolkata,Early_Morning,one,Evening,Delhi,Economy,11.33,46,8817.6
Vistara,UK-878,Hyderabad,Afternoon,one,Night,Delhi,Business,9,16,78437.47379
Indigo,6.00E-156,Chennai,Night,zero,Night,Hyderabad,Economy,1.17,3,4622.2
Air_India,AI-442,Mumbai,Afternoon,one,Afternoon,Chennai,Economy,21.08,9,12789.7
Vistara,UK-851,Mumbai,Early_Morning,zero,Morning,Bangalore,Business,1.83,42,25027.64
Air_India,AI-503,Bangalore,Evening,one,Morning,Mumbai,Economy,15.75,40,7376.6682
Air_India,AI-542,Delhi,Morning,one,Morning,Kolkata,Business,22.33,6,57733.456
Air_India,AI-402,Kolkata,Morning,two_or_more,Night,Mumbai,Economy,11.75,3,20302.59
Vistara,UK-818,Bangalore,Evening,one,Evening,Kolkata,Business,22.42,12,84554.01108
GO_FIRST,G8-385,Bangalore,Early_Morning,one,Afternoon,Delhi,Economy,8.83,17,4386.492
Vistara,UK-876,Hyderabad,Night,zero,Night,Mumbai,Economy,1.42,7,7099.88502
Vistara,UK-816,Bangalore,Morning,one,Night,Hyderabad,Business,11.42,27,67786.7652
Indigo,6E-605,Chennai,Afternoon,one,Evening,Delhi,Economy,6.25,37,5980.7
Air_India,AI-640,Bangalore,Early_Morning,zero,Morning,Mumbai,Economy,1.83,13,6203.9241
Indigo,6E-994,Kolkata,Afternoon,one,Night,Delhi,Economy,5.42,47,3995.1
Vistara,UK-812,Bangalore,Morning,one,Evening,Hyderabad,Economy,10.17,24,7162.353
Vistara,UK-927,Delhi,Morning,one,Evening,Chennai,Business,10.42,19,76707.1272
Vistara,UK-822,Chennai,Morning,one,Early_Morning,Hyderabad,Economy,22.08,18,6635.2
Vistara,UK-720,Kolkata,Early_Morning,one,Night,Mumbai,Economy,14.83,33,5405.697
Vistara,UK-778,Kolkata,Afternoon,zero,Evening,Delhi,Economy,2.42,34,4841.21
GO_FIRST,G8-530,Delhi,Early_Morning,one,Evening,Bangalore,Economy,9.17,11,8166.4
GO_FIRST,G8-392,Delhi,Afternoon,one,Night,Kolkata,Economy,8.58,26,5894.46
Indigo,6E-804,Chennai,Evening,one,Night,Hyderabad,Economy,6.75,19,4202
Air_India,AI-9505,Bangalore,Early_Morning,one,Night,Delhi,Economy,16.92,33,6063.552
AirAsia,I5-631,Mumbai,Morning,one,Afternoon,Chennai,Economy,6.75,49,2079
Vistara,UK-878,Hyderabad,Afternoon,one,Night,Delhi,Business,9,44,42960.87032
GO_FIRST,G8-7556,Hyderabad,Afternoon,one,Night,Mumbai,Economy,6.42,34,6707.77415
Air_India,AI-840,Hyderabad,Night,one,Evening,Chennai,Economy,22.17,31,6810.84679
Air_India,AI-607,Mumbai,Evening,one,Morning,Hyderabad,Economy,16.08,10,8988
Vistara,UK-838,Chennai,Night,one,Morning,Mumbai,Business,12.67,29,69120.86643
Air_India,AI-864,Mumbai,Early_Morning,one,Evening,Kolkata,Economy,12.17,19,5011.6
GO_FIRST,G8-227,Kolkata,Early_Morning,zero,Morning,Delhi,Economy,2.5,25,4398.9
Vistara,UK-813,Delhi,Evening,one,Night,Hyderabad,Economy,27.33,30,6970.81
Vistara,UK-836,Chennai,Morning,one,Night,Mumbai,Economy,10,28,7335.603
Vistara,UK-818,Bangalore,Evening,one,Morning,Kolkata,Business,12.92,33,97448.73908
GO_FIRST,G8-327,Mumbai,Early_Morning,one,Night,Kolkata,Economy,13.75,37,5603.4
Vistara,UK-706,Kolkata,Morning,one,Evening,Hyderabad,Business,6.75,15,63131.75
Vistara,UK-838,Chennai,Night,one,Morning,Mumbai,Business,12.67,37,103254.6276
Vistara,UK-830,Hyderabad,Morning,one,Evening,Kolkata,Economy,7.75,17,12811.60705
AirAsia,I5-1228,Bangalore,Early_Morning,zero,Morning,Chennai,Economy,1,43,2133.593
,,,,,,,,,,
Vistara,UK-870,Hyderabad,Night,one,Morning,Mumbai,Economy,14.75,45,6801.731303
Vistara,UK-858,Bangalore,Early_Morning,one,Afternoon,Delhi,Business,7.83,29,45842.31531
Vistara,UK-801,Delhi,Morning,one,Night,Mumbai,Economy,11.17,4,14554.485
SpiceJet,SG-8803,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.25,31,3268.936
Air_India,AI-610,Bangalore,Evening,one,Night,Hyderabad,Business,26.42,13,50483.499
Air_India,AI-651,Mumbai,Morning,two_or_more,Morning,Chennai,Economy,23.08,18,8572.3
Vistara,UK-995,Delhi,Morning,one,Evening,Kolkata,Economy,9.58,25,5860.998
Vistara,UK-898,Hyderabad,Early_Morning,two_or_more,Evening,Kolkata,Economy,11.92,23,15699.25148
Vistara,UK-818,Bangalore,Evening,zero,Night,Delhi,Economy,2.75,16,6591.3782
Vistara,UK-778,Kolkata,Afternoon,one,Night,Mumbai,Economy,7.5,48,6606.963
Vistara,UK-814,Bangalore,Night,one,Afternoon,Hyderabad,Business,15.42,14,61008.08868
SpiceJet,SG-8207,Delhi,Evening,zero,Night,Chennai,Economy,2.83,22,3933.71
Vistara,UK-818,Bangalore,Evening,one,Morning,Kolkata,Business,12.92,43,127707.001
Air_India,AI-636,Delhi,Afternoon,one,Early_Morning,Chennai,Business,16.83,33,40323.987
GO_FIRST,G8-520,Mumbai,Night,zero,Night,Kolkata,Economy,2.58,35,4454.01
Vistara,UK-822,Chennai,Morning,one,Night,Hyderabad,Business,11.17,46,49687.44
Vistara,UK-954,Mumbai,Early_Morning,one,Evening,Hyderabad,Economy,11,5,11063.8
,,,,,,,,,,
Air_India,AI-501,Bangalore,Afternoon,one,Night,Kolkata,Business,9,44,72482.5332
AirAsia,I5-741,Bangalore,Morning,zero,Afternoon,Delhi,Economy,2.75,23,4007.718
Vistara,UK-817,Delhi,Evening,one,Night,Hyderabad,Economy,4.83,9,13685.1
Air_India,AI-503,Bangalore,Evening,one,Morning,Mumbai,Economy,16.33,23,7879.7862
Indigo,6E-757,Kolkata,Evening,one,Late_Night,Hyderabad,Economy,7.92,31,4367
GO_FIRST,G8-146,Bangalore,Evening,two_or_more,Morning,Hyderabad,Economy,16.5,11,4293.63
SpiceJet,SG-406,Kolkata,Night,one,Early_Morning,Chennai,Economy,11.42,34,3979.53
Vistara,UK-899,Delhi,Afternoon,one,Evening,Bangalore,Economy,4.75,18,2966.22
GO_FIRST,G8-286,Delhi,Morning,one,Evening,Mumbai,Economy,7.5,14,12032.361
Indigo,6E-6749,Mumbai,Early_Morning,zero,Morning,Kolkata,Economy,2.67,25,4049.1
Vistara,UK-828,Chennai,Early_Morning,one,Evening,Kolkata,Business,9.92,46,73066.576
Vistara,UK-828,Chennai,Early_Morning,one,Evening,Bangalore,Business,12.25,41,43702.56
Air_India,AI-570,Mumbai,Early_Morning,one,Afternoon,Kolkata,Business,8.58,23,52229.65
Indigo,6E-6006,Chennai,Afternoon,one,Late_Night,Delhi,Economy,9.33,21,3987.5
GO_FIRST,G8-346,Delhi,Evening,zero,Night,Mumbai,Economy,2.25,40,3207.71
Vistara,UK-657,Bangalore,Morning,one,Evening,Delhi,Economy,5,11,17960.1147
Vistara,UK-738,Kolkata,Evening,one,Morning,Hyderabad,Economy,14.92,16,7722
Vistara,UK-802,Bangalore,Evening,one,Morning,Mumbai,Business,14.92,15,135845.069
Vistara,UK-738,Kolkata,Evening,one,Morning,Bangalore,Economy,14.25,47,8922.1
GO_FIRST,G8-338,Delhi,Morning,zero,Afternoon,Mumbai,Economy,2.33,37,3207.71
Air_India,AI-442,Mumbai,Afternoon,one,Afternoon,Kolkata,Business,20.92,19,49227.75
Indigo,6E-417,Kolkata,Afternoon,zero,Evening,Chennai,Economy,2.33,13,7253.4
GO_FIRST,G8-119,Delhi,Evening,one,Late_Night,Hyderabad,Economy,5.42,32,5091.3
Vistara,UK-706,Kolkata,Morning,one,Evening,Chennai,Economy,9.67,5,23859.99
Air_India,AI-442,Mumbai,Afternoon,one,Early_Morning,Chennai,Economy,16.42,28,5918
AirAsia,I5-1569,Mumbai,Night,one,Morning,Hyderabad,Economy,11.42,12,3833.1
Vistara,UK-772,Kolkata,Morning,one,Night,Bangalore,Business,10.5,40,63267.27
Vistara,UK-774,Kolkata,Night,one,Evening,Delhi,Business,23.17,32,101806.1935
Air_India,AI-773,Kolkata,Evening,one,Morning,Delhi,Economy,17,19,7529.5
Vistara,UK-880,Hyderabad,Afternoon,one,Evening,Mumbai,Business,5.67,47,70228.46274
Vistara,UK-655,Mumbai,Morning,one,Evening,Delhi,Business,5.25,18,49744.794
Vistara,UK-837,Delhi,Evening,one,Morning,Mumbai,Economy,15.58,13,15560.721
Air_India,AI-660,Mumbai,Evening,one,Evening,Hyderabad,Economy,25.33,5,7584
Vistara,UK-940,Mumbai,Evening,one,Morning,Bangalore,Business,16.08,37,83693.28
Vistara,UK-834,Chennai,Evening,one,Evening,Hyderabad,Economy,26.75,19,11294.8
Indigo,6E-2168,Delhi,Evening,one,Night,Mumbai,Economy,4.42,14,8575.633
Vistara,UK-828,Chennai,Early_Morning,one,Evening,Bangalore,Business,10.75,19,43702.56
Indigo,6E-841,Bangalore,Afternoon,one,Night,Hyderabad,Economy,7.5,37,2960.87
Vistara,UK-776,Kolkata,Evening,one,Morning,Delhi,Economy,16.08,25,8963.68
Air_India,AI-9894,Chennai,Morning,one,Morning,Delhi,Economy,24.5,12,11668.8
Vistara,UK-878,Hyderabad,Afternoon,one,Evening,Bangalore,Business,4.83,17,61358.82049
Vistara,UK-988,Mumbai,Night,one,Morning,Hyderabad,Business,12.75,39,87948.487
Vistara,UK-706,Kolkata,Morning,one,Night,Chennai,Economy,12.5,23,12188.33
Vistara,UK-808,Bangalore,Early_Morning,one,Evening,Mumbai,Business,8.5,15,64850.90396
GO_FIRST,G8-7533,Delhi,Afternoon,one,Evening,Bangalore,Economy,6.17,35,4422
Vistara,UK-875,Mumbai,Evening,one,Afternoon,Delhi,Business,17.33,38,44941.941
Indigo,6E-356,Bangalore,Evening,one,Night,Hyderabad,Economy,6.75,46,1677.06
Indigo,6E-6234,Mumbai,Afternoon,one,Evening,Bangalore,Economy,5.25,42,2124
Vistara,UK-941,Delhi,Evening,zero,Evening,Mumbai,Economy,2.33,37,3713.49
Vistara,UK-867,Bangalore,Afternoon,two_or_more,Night,Chennai,Business,34.33,37,93895.95402
Vistara,UK-738,Kolkata,Evening,zero,Night,Delhi,Economy,2.42,35,3960.99
Vistara,UK-816,Bangalore,Morning,one,Night,Mumbai,Economy,10.08,9,18045.40518
Air_India,AI-768,Kolkata,Afternoon,one,Evening,Chennai,Economy,27.5,24,7242.4
GO_FIRST,G8-7537,Mumbai,Afternoon,one,Night,Bangalore,Economy,6.92,34,6319
Air_India,AI-669,Mumbai,Morning,one,Afternoon,Hyderabad,Economy,24.42,23,5950
